ETD status,PID,Author name,Title,Abstract,Table of Contents
published,emory:pg0c5,"Manski, Ruth","A Survey of Teenagers' Attitudes Toward Moving Oral
Contraceptives Over the Counter",,
published,emory:922xc,"Binkow, Stephanie Ann","Predictors of Father Involvement during Infancy in the Context
of Maternal Depression","The aim of the present study was to examine predictors of father
involvement with 3-
month old infants in families where the mother has a history of
anxiety or depression. The
present study used Doherty and colleagues' (1998) conceptual model
of predictors of father
involvement to study fathering in 71 families with 3-month old
infants. All of the mothers had a
history of depression or anxiety. Results were that maternal
depression, maternal satisfaction
with father responsibility, infant temperament, and family size
were significantly correlated with
at least one of the indices of father involvement proposed by Lamb
(2000, 2010): engagement,
accessibility, or responsibility. Higher levels of maternal
depression during the first six weeks
postpartum were correlated with higher levels of father engagement
during the week. Higher
levels of maternal satisfaction with father responsibility and a
higher number of additional
children in the family were independently associated with higher
levels of father accessibility on
the weekends. Lastly, surgency/extraversion in the infants was
negatively correlated with
father accessibility on the weekends. This study, consistent with
Doherty and colleagues' (1998)
model, highlights the importance of using a multi-variable model to
examine predictors of
fathering during the first three months of infancy, and the value
of extending this model to the
study of families in which the mother has a history of depression
or anxiety.","Table of Contents -- Abstract -- 2 -- Introduction -- 3 -- Method
-- 14 -- Results -- 22 -- Discussion -- 26 -- References -- 36 --
Table 1 -- 43 -- Table 2 -- 44 -- Table 3 -- 45 -- Table 4 -- 46 --
Table 5 -- 47 -- Table 6 -- 48 -- Table 7 -- 49"
published,emory:bqg2h,"Liber, Alex C.","The Smoker's Premium: The Effect of Higher Health Insurance
Premiums on Tobacco Cessation","This study attempted to determine if charging tobacco users more
for their health insurance premiums increases tobacco cessation
above predicted levels. A comparison of proportions test examined
the differences in tobacco cessation rates between a cohort who
were charged a tobacco surcharge and the predicted population
cessation rate. The Georgia State Health Benefit Plan (SHBP) began
charging a tobacco surcharge on monthly health insurance premiums
in July 2005. The surcharge was applied to each enrolled employee
who reported tobacco use during the past 12 months by the employee
or by any of the employee's covered dependents (spouse, dependent
children). A cohort of 43,034 SHBP members, who were state
employees, teachers, and school support staff, were followed for 70
months (July 2005 to April 2011). The Department of Community
Health (DCH) provided the raw data (non-identifiable to specific
individuals) used in this research. We found that over the 70
months observation period, 46.3% of the enrollees in the SHBP
cohort reported that all covered family members had quit using
tobacco, a figure that was significantly different than the 13.9%
that would have quit at the predicted national cessation rate.
Sensitivity analysis confirmed this finding when SHBP enrollees
quit in greater numbers when compared to a range of population
cessation rates. We concluded that charging tobacco users a higher
health insurance premium appears to significantly increase tobacco
cessation rates. This study measures self-reported cessation and
most likely overestimates the impact of the tobacco surcharge on
cessation, but sensitivity analysis indicates that the central
findings of this study hold true. This is the first study to employ
empirical data to examine the effect of charging higher health
insurance premiums to tobacco users and provides evidence that this
rapidly spreading practice may improve the public health by
increasing tobacco cessation.","Contents -- Introduction -- Literature Review --
The Tobacco Surcharge on Health Insurance -- Methods
-- Theoretical Model -- Data -- Measure --
Independent Variables -- Research Questions --
Statistical Analysis -- Results -- Descriptive
Statistics -- Research Question 1 -- Research
Question 2 -- Discussion -- Summary --
Research -- Policy Implications -- Limitations
-- Shifting the Paradigm -- Future Study --
Conclusion -- References"
published,emory:bnjq6,"McCormick, Kelly Jean","Assessing Targeted Funding to State Health Departments: Can
Federal Funding Develop Capacity for the Prevention of
Healthcare-associated Infections?","Background
Healthcare-associated infections (HAIs) contribute to increased
morbidity, mortality and
healthcare costs in the United States and recently have gained
attention as a national public
health threat. A call to action has been issued by federal agencies
to encourage incentives,
research, surveillance, and the employment of evidence-based
practices to forward progress
towards the elimination of HAIs. Federal initiatives, including a
Department of Health and
Human Services action plan, Center for Medicare and Medicaid
Service pay for performance
incentives, and the American Recovery and Reinvestment Act (ARRA)
funding to state health
departments have supported an atmosphere of HAI awareness,
surveillance, and prevention. To
improve HAI prevention capacity, valid surveillance must be
conducted to monitor ongoing rates
and successes of prevention programs.

Methods
This project evaluates the HAI prevention capacity developed in the
first year of ARRA funding
at the state health department. Factor analysis is used to
determine state health department
characteristics before the receipt of ARRA funding that constitutes
baseline capacity for HAI
prevention. Descriptive statistics are used to quantify successes
and barriers for each of the three
targeted funding areas: Infrastructure, Surveillance, and
Prevention Collaboratives. Finally,
longitudinal mixed effects models are used to monitor state and
national trends in participation in
the National Healthcare Safety Network (NHSN).

Results
A factor analysis of capacity indicators extracted from state
funding application materials
revealed three distinct factors characterizing baseline HAI
prevention capacity: Human Capital
and Expertise, Campaigns and Trainings, and Collaborative Efforts.
States receiving ARRA
funding met programmatic goals in year one for all three targeted
funding areas; however, all
states reported barriers to implementation of activities.
Longitudinal modeling of NHSN
participation for facilities reporting CLABSIs in their ICUs in
states without reporting mandates
showed significant increases in rates of participation during the
ARRA time period for states
funded to improve surveillance capabilities.

Conclusions
Targeted federal funding appeared to successfully achieve
programmatic year one goals for the
development of state health department capacity for the prevention
of HAIs. Future work should
focus on continued programmatic success, as well as attempt to
quantify outcomes such as
infections prevented, deaths averted, and costs saved.","Table of Contents --
Introduction…………………………………………………………..……………………..……1
-- Statement of Research
Questions……………………….……....…..……….….17
--
Methods………………………………………………………………………..…..………..…….18
-- Data
Sources………………………………………………………………..…..…….……..18
--
Analysis……………………………………………………………………….......…….……..21
-- Descriptive
Statistics…………………………………………………..…………….……21
-- Factor
Analysis………………………………………………………….......………………21
-- NHSN Participation
Denominator……………………………….…...…...…………23
-- Piece-wise Linear
Modeling…………………………………………..……...…………24
-- Longitudinal
Modeling………………………………………….……....……...………..26
-- Inference for the Mixed Effects
Model………………………………….…………28
-- Longitudinal Modeling of Enrollment
Rates…………………….………….…….29
--
Results…………………………………………………………………………...…….…………..30
--
Baseline………………………………………………………...…………..…….………..…..31
-- Year
One…………………………………………………….…..…………..….………......33
-- Infrastructure
………………………………………………..………..……..…………...34
--
Surveillance…………………………………………………..………………..…...….…..35
-- Prevention
Collaboratives……………………………….…….……………...……….37
-- Factor
Analyses…………………………………………………….……………..…….....39
-- NHSN
Denominator……………………………………………….……..…….…………...41
-- Piece-wise Linear Regression
Models……………………………………………...42
-- Mixed Effects
Models……………………………….………………………....………...44
-- Inference for the Mixed Effects
Model……………….…..…..…....………….47
--
Discussion……………………………………………….………………..…….……..………...48
--
Limitations…………………………………………………....………………………………..54
-- Future
Work…………………………………………………....……………………………….56
-- Tables and
Figures…………………………………………………………….……..……...60
-- Appendix
One………………………………….…..……………………..……...….…......89
--
References………………………………..…………………………..…….…..……..….....91"
published,emory:94414,"Whitaker, Laura Lynn","Un Kilo de Ayuda's Food Package Component in the State of
Guerrero: Use, Acceptability, and Appropriateness","Background: Un Kilo de Ayuda (UKA) is a non-governmental
organization that employs an integral nutrition intervention
consisting of six components, including food package distribution
and nutrition
education. Though the impact of the program as a whole has been
shown
with the program's own monitoring data, UKA has not conducted
evaluation of individual components to identify gaps between the
current results of
the program and the full potential of the program.
Objective: To evaluate use, acceptability, and
appropriateness of UKA's bimonthly
distributed food package at the household level.
Methods: In-depth interviews (IDI) were conducted with two
staff members at the main
office of UKA in Mexico City, three site staff members at the
Guerrero site UKA center,
and 12 women receiving food packages from UKA. Observations were
conducted in six households for a total of 12-16
hours each. IDIs and observations were analyzed
using qualitative content analysis. A three-question survey
conducted by staff was
analyzed to assess which products mothers would remove from the
package if they could
exchange that product for another product.
Results: From the census, 20.8% of women said they would not
like to have any
products removed. Of women that said they would like to remove a
product from the
package, 43.1 said they would like to have flour removed, 13.1 said
they would like to
have amanene removed, and 11.6 said they would like to have
marzipan removed. All
reasons for not accepting these products were related to the
inability to purchase the
products in the region. Differences in main office staff and
beneficiary perceptions
existed for use of unaccepted products, acceptance of specific
products, and local
community norms affecting package use.
Discussion: There were few gaps in staff and beneficiary
perceptions of acceptance of
the package as a whole. However, broad gaps in main office staff
and beneficiary
perceptions of use, acceptance, and family distribution may limit
the effectiveness of the
package as a whole. The findings from this research can be used to
modify package
design as well as to illustrate the importance of strengthened
communication between
beneficiaries and main office staff.","Table of Contents -- Chapter 1:
Introduction……………………………………………………………..……..1
-- Chapter 2: Comprehensive review of the
literature………………………….…………....5
-- Chapter 3: Description of the Food Package
Component………………………………..12
-- Chapter 4: Project Content -- Methodology and
methods………………………………………………………16.
--
Results……………………………………………………………………………37
-- Chapter 5: Discussion, Recommendations, and Conclusion --
Discussion………………………………………………………………………..66
-- .. --
Recommendations………………………………………………………………..74
--
Conclusion……………………………………………………………………….77
--
References……………………………………………………………………….……….78
-- Appendix -- In-depth interview guide: Main office
staff……………………………..……….83
-- In-depth interview guide: Site
staff……………………………..………………..85
-- In-depth interview guide:
Beneficiaries………………………………………….87
-- Tables and Figures -- Table 1. Target group and quantity of each
product in the food package……….13 -- Table 2.
Recommended daily, weekly, and bimonthly energy and protein intake
-- for a family of 5
members………………………………………………………..14
-- Table 3. Macronutrient content of each product in the
package………..………. 14 -- Table 4.
Micronutrient content of each product in the
package……….……….. 15 -- Table 5.
Characteristics of sample
communities……………………….......……19
-- Table 6. Family characteristics: IDI
Participants……………………………..….22
-- Table 7. Family Characteristics: Observation
Participants………………………22
-- Table 8. Variables assigned to
transcriptions…………………………………....32
-- Table 9. Sample table for recording IDI question 3
data………………………...35
-- Table 10. Observed use and distribution of targeted products,
flour, and corn….43 -- Figure 1: Project Study Site
………………………………………………………2
-- Figure 2. In-depth interview and observation
sampling…………………………20
-- Figure 3. Percentage of women reporting consumption of product
by consumption --
group………………………………………………………………………..……38
-- Figure 4. Ideal percentage of women reporting consumption of
product by -- consumption
group…………………………………………………………...…..39
-- Figure 5. Percentage of women that report wanting to remove a
certain product --
……………………………………………………………………………………44"
published,emory:f8734,"Clark, Jasmine Michelle","Real-time Visualization of the Viral and Host Cell Proteins
Involved In The Intracellular Transport of Mason-Pfizer Monkey
Virus","Real-time Visualization of Viral and Host Cell Proteins Involved
In The Intracellular Transport of Mason-Pfizer Monkey Virus
By Jasmine Clark
Mason-Pfizer Monkey Virus, the prototypic D-type retrovirus,
co-translationally assembles immature capsids in the pericentriolar
region of the cell. From here, immature capsids are transported to
the plasma membrane for budding, release, and maturation into an
infectious virions. Several mutational and biochemical studies have
been employed to elucidate viral and host proteins important for
this intracellular transport. Although these studies provided very
important insight as to what proteins are involved in this portion
of the viral life cycle, they have relied on population analysis of
capsids. In this dissertation, we create a codon-optimized M-PMV
Gag-eGFP fusion vector with an optimized Kozak consensus sequence
and an alanine substitution at an internal methionine. This vector,
co-expressed with untagged Gag, produces fluorescently-labeled
capsids that are able to be visualized by real-time, live cell
imaging. Characterization of the trafficking of these fluorescent
capsids implicated a role for microtubules. This role was confirmed
by employing the use of cytoskeletal inhibitors. Furthermore, using
a mCherry-tagged M-PMV Env, co-transport of M-PMV Gag and Env was
observed, and this co-transport as well as incorporation of Env
into released virions required the presence of intact microtubules.
This data provides strong support for the hypothesis that in order
to produce infectious virus, M-PMV Env that has been transported to
the plasma membrane from the trans Golgi network is endocytosed and
recycled through the pericentriolar region, whereby these
Env-containing recycling vesicles interact with assembled immature
capsids, followed by co-transport, along microtubules, toward the
plasma membrane for budding.","Table of Contents -- Abstract -- Dedication -- Acknowledgements --
Introduction.......................................................................................
1 --
Retroviruses....................................................................................
1 -- Mason-Pfizer Monkey
Virus...............................................................
5 -- Intracellular Vesicular
Transport.................................................... 14 --
This
Dissertation............................................................................
20 -- A Mason-Pfizer Monkey Virus Gag-GFP Fusion Vector Allows
Visualization of Capsid Transport in Live Cells and Demonstrates a
Role for
Microtubules.........................................................................
24 --
Abstract........................................................................................
25 --
Introduction..................................................................................
26 -- Materials and
Methods....................................................................
29 --
Results..........................................................................................
38 --
Discussion......................................................................................
57 -- Tables and Supporting
Information.................................................. 63 --
Acknowledgements........................................................................
72 -- Literature
Cited.............................................................................
73 -- Direct evidence for intracellular anterograde co-transport of
M-PMV Gag and Env on microtubules. 78 --
Abstract........................................................................................
79 -- Materials and
Methods....................................................................
83 --
Results..........................................................................................
89 -- Supporting
Figures.......................................................................
115 --
Acknowledgements.......................................................................
121 -- Literature
Cited...........................................................................
122 --
Discussion.......................................................................................
128 --
Summary....................................................................................
136 -- Literature Cited (Introduction and
Discussion)................................ 138"
published,emory:bqz2z,"Ozegovic, Mia","State Compliance with the International Criminal Tribunal for the
Former Yugoslavia","ABSTRACT
The success of the International Criminal Tribunal for the Former
Yugoslavia (ICTY)
relies on the cooperation of national states. Former Yugoslav
compliance with the ICTY remains
underexplored in international law and international justice
scholarship. Seldom is the question
asked: why do states comply with international criminal
tribunals?
I will attempt to discern motivations behind state actions and
identify the causal
phenomenon behind compliance and non-compliance by examining former
Yugoslav
compliance with ICTY indictment orders between 1994 and 2011.
International relations
literature has identified competing explanations that range from
rationalist arguments focusing
on third party coercion and material self-interests, to normative
legitimization of rules
arguments. This study seeks to understand why states comply with
international tribunals by
examining: (1) individual specific characteristics, (2) domestic
factors (economic and political)
and (3) international pressures. Using survival analysis, I find
that all three of the aforementioned
factors affect the timing of extradition. This study finds that the
domestic audience is extremely
unfavorable towards cooperation. Even so, this study supports
rationalist arguments and finds
that the prospect of accession into the European Union correlates
with more rapid extraditions.
However, this study does not find support for the normative
arguments which claim that an
internalization of human rights laws will lead to
cooperation.","TABLE OF CONTENTS --
Glossary………………………………………………………………………..………………….1
--
Introduction…………………………………………………………………..……………………2
-- Literature
Review…………………………………………………………….……………………4
--
History……………………………………………………………………………………..4
--
Theory.…………………………………………………………………………………….6
-- Research
Design………………………………………………………………….………………19
-- Measuring
Compliance………………………………………………………………......21
-- Individual Specific
Characteristic………………………………………...……………...23
--
Elections………………………………………………………………………………….27
-- Economic
Growth……………………………………………………….……………….29
-- European Union
Events………………………………………………………………….31
-- Trade with European
Union…………………………………………………..………….32
-- Descriptive
Analysis……………………………………………………………………………..35
-- Data Analysis and
Discussion……………………………………………………………………41
-- Qualitative
Analysis…………………………………………..………………………………….51
--
Croatia…………………………………………………………………………………....52
-- Bosnia and Herzegovina and
Kosovo……………………………………………………54
--
Serbia…………………………………………………………………………………….55
-- Sensitivity
Analysis……………………………………………………………………………...57
--
Conclusion……………………………………………………………………………………….59
-- Further
Research…………………………………………………………………………………61
-- Appendix (I) Statute of the
Tribunal…………………………………………………………….63
-- Appendix (II) Presidential
Elections…………………………………………….………………63
-- Appendix (III) European Union Events
…………………………………………………………66
-- Appendix (IV) Serbia's Public
Opinion…………………………………………………………69
-- Appendix (V) Trade with European Union by
Jurisdiction……………………………………...70
-- Appendix (VI) Economic Growth by
Jurisdiction……………………………………………….73
--
References……………………………………………………………………………….……….76
-- FIGURES AND TABLES -- Figure 1: Number of War Criminals Indicted
by
Jurisdiction………..………………………….21
-- Table 1: Number of Individuals Charged by
Jurisdiction………………………………………..25
-- Table 2: Types of Indictment Ends by
Jurisdiction…………………………………..………….36
-- Table 3: Number of Days until End of Indictment by
Jurisdiction………………………...…….40
-- Table 4: Multivariate Regression
Estimates……………………………………………………..42"
published,emory:bcpcp,"Edwards, Lindsay J","T cell recognition of weak ligands activates negative regulatory
pathways","The outcomes of T cell interaction with antigen are determined
by a complex integration
of positive and negative signaling events downstream of the T cell
receptor. The
introduction of amino acid substitutions into the antigenic peptide
provide an opportunity
to alter T cell activation by modulating the affinity of the T cell
receptor for the peptide:
MHC complex or by altering the stability of the peptide: MHC
interaction itself. Both of
these strategies can generate ligands that drive atypical T cell
activation by stimulating
negative regulatory pathways, which we demonstrate with an
antagonist in a model
antigen system, an MHC variant peptide in a type 1 diabetes system
and a myelin antigen
in an in vivo model of multiple sclerosis. The effects of these
weak ligands are evident as
both antagonism and MHC variant peptide treatment induce a stable
hypoproliferative
phenotype. These two stimulations differ somewhat in their outcomes
as antagonism
drives a response in which IL-2 is highly produced, whereas the MHC
variant peptide
stimulates a classic anergic phenotype is which the T cells fail to
produce IL-2 in
response to an agonist ligand. Both antagonism and this form of
anergy have been shown
to rely on the tyrosine phosphatase SHP-1. As self antigens are
generally thought to be
relatively weak ligands, we sought to determine the effects of
SHP-1 deficiency on the
autoimmune disease experimental autoimmune encephalomyelitis (EAE).
Despite data
that SHP-1 is a negative regulator of T cell activation, we found
that deletion in T cells
decreased both the incidence and severity of EAE. This effect
appears to depend upon
the presence of CD4+Foxp3+ T cells, as depletion of these cells
resulted in disease
severity similar to that of control groups. These results suggest
that the function of SHP-
1 in T cell biology is more complex than simple negative regulation
of activation, and
that the consequences of SHP-1 activation may vary between subsets
of T cells.
Collectively, our data demonstrate that T cell stimulation by both
weak ligands and self
antigens can drive the activation of negative regulatory pathways,
thus leading to a
continuum of functional responses.","-- Table of Contents -- Chapter 1
  --
Introduction........... 1   -- Figure
1.1 Two dimensional analysis of T cell: pMHC interactions....... 
21   -- Figure
1.2 Spare receptor behavior of TCR....... 
22   -- Chapter 2
  -- A unique
unresponsive CD4+ T cell phenotype post TCR antagonism........... 
23   -- Figure
2.1 72I acts as a TCR antagonist........ 
35   -- Figure
2.2 Antagonism causes blunted proliferation but normal IFN-g
production in response to wild type peptide........ 
36   -- Figure
2.3 Antagonized cells exhibit altered IL-2 production........ 
37   -- Figure
2.4 Antagonism does not induce apoptosis or alter IL-2R
expression........ 38   -- Figure
2.5 Exogenous IL-2 restores proliferation of pre-pulsed but not
antagonized cells........ 39   -- Chapter 3
  -- Induction
of unresponsiveness in diabetogenic T cells by MHC variant
peptides............ 40   -- Figure
3.1 Alignment of parent and variant peptide sequences........ 
55   -- Figure
3.2 BDC2.5 T cells do not proliferate in response to variant
peptide........ 56   -- Figure
3.3 Variant stimulation induces no detectable Erk1/2
phosphorylation........ 57   -- Figure
3.4 Variant stimulated cells exhibit increased total tyrosine
phosphatase and specific SHP-1 phosphatase activity........ 
58
  -- Figure
3.5 Variant peptide treatment induces anergy........ 
59
  -- Figure
3.6 Addition of exogenous IL-2 does not rescue proliferation of
anergized T cells........ 60   -- Figure
3.7 MHC variant peptide anergized cells are resistant to signaling
through the IL-2 receptor........ 
61
  -- Chapter 4
  -- T cell
specific deletion of the phosphatase SHP-1 decreases incidence and
severity of experimental autoimmune encephalomyelitis........... 
62   -- Figure
4.1 SHP-1 expression and activity are decreased in conditional
deletion animals........ 81   -- Figure
4.2 Mice with SHP-1 deficient T cells exhibit decreased incidence
and severity of EAE........ 82   -- Table 4.1
Summary of EAE data for FL-SHP1 Mx1-Cre....... 
83   -- Figure
4.3 Macrophages and microglia in the CNS at peak of EAE are not
altered by T cell-specific SHP-1 deletion........ 
84   -- Figure
4.4 Lymphocytic infiltrates in the CNS at peak of disease are not
altered by T cell-specific SHP-1 deletion........ 
85   -- Figure
4.5 CNS infiltrating Foxp3+ and tetramer positive T cells are not
altered by T cell-specific SHP-1 deletion........ 
86   -- Figure
4.6 Depletion of CD25+ cells effectively depletes the Foxp3+
population........ 87   -- Figure
4.7 Depletion of CD25+ cells exacerbates EAE in animals with SHP-1
deficient T cells........ 88   -- Figure
4.8 The frequency of CD4+Foxp3+ cell in mice receiving CD25
depleted T cells increases under control but not SHP-1 deficient
conditions........ 89   -- Chapter 5
  --
Discussion........... 90   -- Figure
5.1 The stimulatory capacity of an antigenic peptide is determined
by its interactions with both the MHC as well as the TCR........ 
103   -- Figure
5.2 Model of T cell signaling events following stimulation with and
strong or weak ligand....... 104   --
References........... 105   -- 
 --"
published,emory:pg26p,"Oswald, William Edward","Predictors and effects of community sanitation for control of
Neglected Tropical Diseases in Amhara Region, Ethiopia","Sanitation, or safe disposal of human excreta, is fundamental to
a hygienic living environment and to public health. Neglected
Tropical Diseases, like trachoma and soil-transmitted helminth
(STH) infections, occur under unhygienic conditions and
predominantly affect children. Sub-Saharan Africa suffers from low
levels of sanitation access, and heterogeneity in sanitation access
also exists within countries in this area. Few studies have
examined the relationship between these diseases and sanitation
access as a community measure or reasons for geographic
heterogeneity in community sanitation. This dissertation examined
these questions using data combined from five surveys conducted
across Amhara Region, Ethiopia between 2011-2014 by the Amhara
Regional Health Bureau and The Carter Center's Trachoma Control
Program.

The first two studies aimed to estimate the effect of community
sanitation on prevalence among children of active trachoma and
infection with three STH (Ascaris lumbricoides, Trichuris
trichiura, hookworm). Multilevel analyses were conducted using
generalized linear mixed models, accounting for complex survey
design. The first study found that increased community sanitation
was associated with decreased prevalence odds of active trachoma
among children, aged 1 to 9 years, following 5 years of
trachoma-control activities. The second study found no evidence of
a protective association of increased community sanitation with
prevalence of STH infection among children, aged 6 to 15 years.
Hookworm prevalence was not associated with community sanitation.
T. trichiura and A. lumbricoides prevalence was
higher in communities with higher sanitation. Association of
community sanitation with A. lumbricoides prevalence
depended on household sanitation.

The third study aimed to develop and validate a model to predict
low community sanitation. Logistic regression was used with
remote-sensing and other data on environmental and social
conditions. The selected model predicted low community sanitation
with reasonable discrimination and was used to generate a risk map
of poor community sanitation for Amhara Region.

These studies demonstrate the need for increased community
sanitation to reduce trachoma prevalence and further research to
clarify the role of community sanitation in preventing STH
infections. Predictive modeling using environmental and social
conditions can assist health and sanitation programs to identify
areas that need additional or alternate sanitation
interventions.",
published,emory:d77b0,"Neuman, Annette Welty","Synthesis of 2'-Fluoro-2',3'-Dideoxynucleosides as Inhibitors of
Hepatitis C Virus RNA-Dependent RNA Polymerase; Synthesis of
Cyclobutyl Phosphonate and Phosphoramidate Prodrugs for Inhibition
of HIV Reverse Transcriptase","Part I of this dissertation describes the synthesis and
biological activity of novel 2'-fluoro-2',3'-dideoxynucleoside
analogs. These analogs were synthesized via lactone
fluorination with NFSI, followed by nucleobase coupling under
VorbrÃ¼ggen or SN2 conditions. These compounds
were inactive in cell-based assays. While this result may indicate
that the corresponding nucleoside triphosphates are not effective
inhibitors of the viral polymerases, it may also be the case that
the nucleosides are not converted to the triphosphates due to a
lack of recognition by cellular kinases. Therefore, nucleoside
triphosphates were evaluated in cell-free assays, revealing a clear
structure-activity relationship. These results indicate that while
a 2'-fluoro substituent is an effective isostere for the 2'-hydroxy
moiety, removal of the 3'-hydroxy group leads to loss of activity
against viral polymerases.
Part II of this dissertation describes efforts toward the
synthesis of cyclobutyl nucleoside phosphonate and phosphonamidate
prodrugs. The nucleoside analogs were synthesized via formal
[3+1] cycloaddition of protected 1,3-dibromo-2-propanol and methyl
methylthiomethyl sulfoxide and subsequent nucleobase coupling under
SN2 conditions. Various conditions were screened for
preparation of the lipophilic phosphonate prodrug. This compound
was ultimately prepared via phosphonodichloridate
activation. Purification was attempted via several methods
but proved unsuccessful. The phosphonamidate prodrug was prepared
by a one-pot procedure. This compound was not able to be
purified.","-- Table of Contents -- Part I: Synthesis of
2'-Fluoro-2',3'-Dideoxynucleosides as Inhibitors of Hepatitis C
Virus RNA-Dependent RNA Polymerase -- 1.1 Statement of Purpose 1 --
1.2 Introduction 3 -- 1.2.1 Hepatitis C Virus 3 -- 1.2.2 RNA
Viruses 4 -- 1.2.3 Life Cycle of HCV 5 -- 1.2.4 FDA-Approved
Anti-HCV Treatments 8 -- 1.2.5 RNA-Dependent RNA Polymerase 11 --
1.2.6 Nucleoside Analogs in Antiviral Therapy 14 -- 1.2.7
Mechanisms of Resistance 18 -- 1.3 Background 19 -- 1.3.1 Obligate
and Non-Obligate Chain Terminators 19 -- 1.3.2 Fluorinated
Nucleoside Analogs 21 -- 1.3.3 Nucleoside Analogs Containing
Non-natural Purine Bases 32 -- 1.3.4 Nucleobase Coupling Methods 34
-- 1.3.5 N7 vs. N9 Regioselectivity 40 -- 1.3.6 Phosphoramidate
Prodrugs 41 -- 1.3.7 Synthesis and Antiviral Activity of
2'-Fluoro-2',3'-Dideoxynucleosides 45 -- 1.4 Results and Discussion
48 -- 1.4.1 Synthesis of 2-Fluoro-2',3'-Dideoxycytidine 48 -- 1.4.2
Synthesis of 7-Deaza-2'-Fluoro-2',3'-Dideoxyguanosine 50 -- 1.4.3
Synthesis of 2'-Fluoro-2',3'-Dideoxyguanosine 57 -- 1.4.4
Biological Activity of Synthesized Compounds 63 -- 1.5 Conclusion
69 -- 1.6 Experimental 70 -- 1.7 References 130 -- Part II:
Synthesis of Cyclobutyl Phosphonate and Phosphoramidate Prodrugs
for Inhibition of HIV Reverse Transcriptase -- 2.1 Statement of
Purpose 142 -- 2.2 Introduction 144 -- 2.2.1 Current Status of the
HIV/AIDS Pandemic 144 -- 2.2.2 The HIV Replication Cycle 145 --
2.2.3 FDA-Approved Antiretroviral Drugs 148 -- 2.2.4 HIV Reverse
Transcriptase 153 -- 2.2.5 RTI Mechanism of Action 155 -- 2.2.6
Mechanisms of HIV Resistance to NRTIs 157 -- 2.2.7 Oxathiolane
Nucleoside Analogs 158 -- 2.2.8 Phosphorylation of Nucleoside
Analogs 159 -- 2.3 Background 161 -- 2.3.1 Carbocyclic Oxetanocins
as Nucleoside Analogs 161 -- 2.3.2 Synthesis of Cyclobutyl
Nucleoside Analogs 161 -- 2.3.3 Coupling of Nucleobases with
Cyclobutyl Sugar Analogs 163 -- 2.3.4 Nucleoside Phosphonates as
Prodrugs 165 -- 2.3.5 Synthesis of Nucleoside Phosphonate Prodrugs
168 -- 2.3.6 Synthesis of Nucleoside Phosphonamidate Prodrugs 172
-- 2.3.7 Synthesis and Anti-HIV Activity of Cyclobutyl Nucleoside
Analogs and 173 -- Prodrugs -- 2.4 Results and Discussion 178 --
2.4.1 Synthesis of Cyclobutyl Adenine Phosphonate Analogs 178 --
2.4.2 Synthesis of Cyclobutyl Adenine Phosphonamidate Analogs 185
-- 2.5 Conclusion 186 -- 2.6 Experimental 187 -- 2.7 References 208
-- Appendix I 214"
